utc dates,local dates,CO2 (PARTS_PER_MILLION),PM25 (MICROGRAMS_PER_CUBIC_METER),PM10 (MICROGRAMS_PER_CUBIC_METER),TVOC (PARTS_PER_BILLION),IAQI (IAQI),TEMPERATURE (CELSIUS),HUMIDITY (PERCENT),people,door,ventilation,window
2025-02-01T22:47:00+00:00,2025-02-02T01:47:00+03:00,775.5,75.0,80.0,,9.0,24.44500064849854,32.53500175476074,2.0,0.1,1,0.0
2025-02-01T22:48:00+00:00,2025-02-02T01:48:00+03:00,779.5,66.5,71.0,,8.0,24.43000030517578,32.84000015258789,2.0,0.1,1,0.0
2025-02-01T22:49:00+00:00,2025-02-02T01:49:00+03:00,791.0,74.0,79.0,,8.0,24.41499996185303,32.88500022888184,2.0,0.1,1,0.0
2025-02-01T22:50:00+00:00,2025-02-02T01:50:00+03:00,791.5,72.5,77.5,,8.0,24.40499973297119,32.91500091552734,2.0,0.1,1,0.0
2025-02-01T22:51:00+00:00,2025-02-02T01:51:00+03:00,791.0,78.5,82.5,,9.0,24.36999988555908,33.07499885559082,2.0,0.1,1,0.0
2025-02-01T22:52:00+00:00,2025-02-02T01:52:00+03:00,794.0,77.5,85.0,,9.0,24.38500022888184,33.04500007629395,2.0,0.1,1,0.0
2025-02-01T22:53:00+00:00,2025-02-02T01:53:00+03:00,790.0,70.5,77.0,,8.0,24.39500045776367,33.03499984741211,2.0,0.1,1,0.0
2025-02-01T22:54:00+00:00,2025-02-02T01:54:00+03:00,795.5,74.5,76.5,,8.0,24.36500072479248,33.15999984741211,2.0,0.1,1,0.0
2025-02-01T22:55:00+00:00,2025-02-02T01:55:00+03:00,798.5,77.0,79.5,,9.0,24.36500072479248,33.36499977111816,2.0,0.1,1,0.0
2025-02-01T22:56:00+00:00,2025-02-02T01:56:00+03:00,798.0,71.0,73.0,,8.0,24.3799991607666,33.44499969482422,2.0,0.1,1,0.0
2025-02-01T22:57:00+00:00,2025-02-02T01:57:00+03:00,803.0,70.0,74.0,,8.0,24.375,33.55500030517578,2.0,0.1,1,0.0
2025-02-01T22:58:00+00:00,2025-02-02T01:58:00+03:00,810.5,70.5,75.5,,8.0,24.36000061035156,33.61499977111816,2.0,0.1,1,0.0
2025-02-01T22:59:00+00:00,2025-02-02T01:59:00+03:00,805.0,69.5,74.0,,8.0,24.375,33.68000030517578,2.0,0.1,1,0.0
2025-02-01T23:00:00+00:00,2025-02-02T02:00:00+03:00,806.5,69.5,74.0,,8.0,24.3799991607666,33.65500068664551,2.0,0.1,1,0.0
2025-02-01T23:01:00+00:00,2025-02-02T02:01:00+03:00,815.0,69.0,75.0,,8.0,24.38999938964844,33.65500068664551,2.0,0.1,1,0.0
2025-02-01T23:02:00+00:00,2025-02-02T02:02:00+03:00,818.5,66.5,71.5,,8.0,24.375,33.65499877929688,2.0,0.1,1,0.0
2025-02-01T23:03:00+00:00,2025-02-02T02:03:00+03:00,824.0,68.5,73.0,,8.0,24.38000011444092,33.77499961853027,2.0,0.1,1,0.0
2025-02-01T23:04:00+00:00,2025-02-02T02:04:00+03:00,821.0,64.5,69.0,,7.0,24.39000034332275,33.86499977111816,2.0,0.1,1,0.0
2025-02-01T23:05:00+00:00,2025-02-02T02:05:00+03:00,817.0,65.0,71.0,,8.0,24.41499996185303,33.68999862670898,2.0,0.1,1,0.0
2025-02-01T23:06:00+00:00,2025-02-02T02:06:00+03:00,818.5,62.0,66.0,,7.0,24.42000007629395,33.8799991607666,2.0,0.1,1,0.0
2025-02-01T23:07:00+00:00,2025-02-02T02:07:00+03:00,820.5,62.5,67.5,,7.0,24.42500019073486,33.84499931335449,2.0,0.1,1,0.0
2025-02-01T23:08:00+00:00,2025-02-02T02:08:00+03:00,823.5,59.0,63.5,,7.0,24.43000030517578,33.92499923706055,2.0,0.1,1,0.0
2025-02-01T23:09:00+00:00,2025-02-02T02:09:00+03:00,822.0,66.0,68.5,,8.0,24.41499996185303,33.84000015258789,2.0,0.1,1,0.0
2025-02-01T23:10:00+00:00,2025-02-02T02:10:00+03:00,820.5,64.0,66.0,,7.0,24.40999984741211,33.92499923706055,2.0,0.1,1,0.0
2025-02-01T23:11:00+00:00,2025-02-02T02:11:00+03:00,820.5,61.0,65.0,,7.0,24.38000011444092,34.04000091552734,2.0,0.1,1,0.0
2025-02-01T23:12:00+00:00,2025-02-02T02:12:00+03:00,825.0,59.5,64.0,,7.0,24.39999961853027,34.18000030517578,2.0,0.1,1,0.0
2025-02-01T23:13:00+00:00,2025-02-02T02:13:00+03:00,831.5,61.5,64.5,,7.0,24.40499973297119,34.15500068664551,2.0,0.1,1,0.0
2025-02-01T23:14:00+00:00,2025-02-02T02:14:00+03:00,834.5,56.5,60.5,,7.0,24.40999984741211,34.21000099182129,2.0,0.1,1,0.0
2025-02-01T23:15:00+00:00,2025-02-02T02:15:00+03:00,836.0,62.5,68.5,,7.0,24.3799991607666,34.17500114440918,2.0,0.1,1,0.0
2025-02-01T23:16:00+00:00,2025-02-02T02:16:00+03:00,831.0,60.0,62.0,,7.0,24.38999938964844,34.22999954223633,2.0,0.5,1,0.0
2025-02-01T23:17:00+00:00,2025-02-02T02:17:00+03:00,824.5,56.0,62.0,,7.0,24.38999938964844,34.30999946594238,1.0,0.1,1,0.0
2025-02-01T23:18:00+00:00,2025-02-02T02:18:00+03:00,809.5,58.0,62.0,,7.0,24.4399995803833,31.73500061035156,2.0,0.5,1,0.0
2025-02-01T23:19:00+00:00,2025-02-02T02:19:00+03:00,775.5,59.5,61.0,,7.0,24.50500011444092,32.88000106811523,2.0,0.1,1,0.0
2025-02-01T23:20:00+00:00,2025-02-02T02:20:00+03:00,781.0,54.0,57.5,,6.0,24.58500003814697,32.53000068664551,2.0,0.1,1,0.0
2025-02-01T23:21:00+00:00,2025-02-02T02:21:00+03:00,796.5,58.5,64.0,,7.0,24.6299991607666,32.76500129699707,2.0,0.1,1,0.0
2025-02-01T23:22:00+00:00,2025-02-02T02:22:00+03:00,810.0,50.0,53.0,,6.0,24.61499977111816,33.96500015258789,2.0,0.1,1,0.0
2025-02-01T23:23:00+00:00,2025-02-02T02:23:00+03:00,833.5,50.5,54.0,,6.0,24.5649995803833,34.19999885559082,2.0,0.1,1,0.0
2025-02-01T23:24:00+00:00,2025-02-02T02:24:00+03:00,841.5,53.5,58.0,,6.0,24.53499984741211,34.18499946594238,2.0,0.1,1,0.0
2025-02-01T23:25:00+00:00,2025-02-02T02:25:00+03:00,845.5,54.0,57.0,,6.0,24.49499988555908,34.38999938964844,2.0,0.1,1,0.0
2025-02-01T23:26:00+00:00,2025-02-02T02:26:00+03:00,846.5,52.0,55.0,,6.0,24.49499988555908,34.35499954223633,2.0,0.1,1,0.0
2025-02-01T23:27:00+00:00,2025-02-02T02:27:00+03:00,846.0,49.0,55.5,,6.0,24.47499942779541,34.45999908447266,2.0,0.1,1,0.0
2025-02-01T23:28:00+00:00,2025-02-02T02:28:00+03:00,852.0,52.0,54.5,,6.0,24.44999980926514,34.56500053405762,2.0,0.1,1,0.0
2025-02-01T23:29:00+00:00,2025-02-02T02:29:00+03:00,854.0,53.5,57.5,,6.0,24.45999908447266,34.67000007629395,2.0,0.1,1,0.0
2025-02-01T23:30:00+00:00,2025-02-02T02:30:00+03:00,869.5,53.5,57.5,,6.0,24.44999980926514,34.65499877929688,2.0,0.1,1,0.0
2025-02-01T23:31:00+00:00,2025-02-02T02:31:00+03:00,878.0,51.0,52.5,,6.0,24.4399995803833,34.68999862670898,2.0,0.1,1,0.0
2025-02-01T23:32:00+00:00,2025-02-02T02:32:00+03:00,879.0,50.5,56.5,,6.0,24.45499992370605,34.75,2.0,0.1,1,0.0
2025-02-01T23:33:00+00:00,2025-02-02T02:33:00+03:00,883.0,50.0,52.0,,6.0,24.47499942779541,34.72500038146973,2.0,0.1,1,0.0
2025-02-01T23:34:00+00:00,2025-02-02T02:34:00+03:00,884.5,51.0,53.0,,6.0,24.5,34.83499908447266,2.0,0.1,1,0.0
2025-02-01T23:35:00+00:00,2025-02-02T02:35:00+03:00,894.5,50.5,51.0,,6.0,24.49499988555908,34.79500007629395,2.0,0.1,1,0.0
2025-02-01T23:36:00+00:00,2025-02-02T02:36:00+03:00,914.0,49.0,51.5,,6.0,24.46499919891357,34.875,2.0,0.1,1,0.0
2025-02-01T23:37:00+00:00,2025-02-02T02:37:00+03:00,913.0,47.0,49.5,,6.0,24.48999977111816,34.61999893188477,2.0,0.1,1,0.0
2025-02-01T23:38:00+00:00,2025-02-02T02:38:00+03:00,901.0,48.0,49.0,,6.0,24.55999946594238,34.67499923706055,2.0,0.1,1,0.0
2025-02-01T23:39:00+00:00,2025-02-02T02:39:00+03:00,903.0,47.5,51.0,,6.0,24.54999923706055,34.82999992370605,2.0,0.1,1,0.0
2025-02-01T23:40:00+00:00,2025-02-02T02:40:00+03:00,918.0,42.5,45.0,,5.0,24.53500080108643,34.98500061035156,2.0,0.1,1,0.0
2025-02-01T23:41:00+00:00,2025-02-02T02:41:00+03:00,933.0,49.0,54.5,,6.0,24.53000068664551,34.97500038146973,2.0,0.1,1,0.0
2025-02-01T23:42:00+00:00,2025-02-02T02:42:00+03:00,930.0,46.0,49.5,,6.0,24.54999923706055,34.90999984741211,2.0,0.1,1,0.0
2025-02-01T23:43:00+00:00,2025-02-02T02:43:00+03:00,927.0,47.5,50.0,,6.0,24.60000038146973,34.81999969482422,2.0,0.1,1,0.0
2025-02-01T23:44:00+00:00,2025-02-02T02:44:00+03:00,926.5,40.5,42.5,,5.0,24.58500003814697,34.92000007629395,2.0,0.1,1,0.0
2025-02-01T23:45:00+00:00,2025-02-02T02:45:00+03:00,927.0,46.5,50.0,,6.0,24.57999992370605,34.95999908447266,2.0,0.1,1,0.0
2025-02-01T23:46:00+00:00,2025-02-02T02:46:00+03:00,927.0,40.0,42.0,,5.0,24.55000019073486,35.04000091552734,2.0,0.1,1,0.0
2025-02-01T23:47:00+00:00,2025-02-02T02:47:00+03:00,931.0,43.5,45.5,,5.0,24.57999992370605,35.06999969482422,2.0,0.1,1,0.0
2025-02-01T23:48:00+00:00,2025-02-02T02:48:00+03:00,935.0,44.5,47.5,,5.0,24.57499980926514,34.88999938964844,2.0,0.1,1,0.0
